target_text,source_text,privacy_mask,span_labels,mbert_text_tokens,mbert_bio_labels,id,language
"Dr. [FIRSTNAME] [LASTNAME], we need your medical expertise to analyze data related to a patient's condition. This patient, under our care, has shown unusual symptoms, and your insights as a [JOBTYPE] could be invaluable. The patient's IPV6 is [IPV6], and this case is crucial for our ongoing research in personalized medicine. Your analysis could significantly contribute to our understanding and treatment strategies.","Dr. Jacob Jackson, we need your medical expertise to analyze data related to a patient's condition. This patient, under our care, has shown unusual symptoms, and your insights as a Internship could be invaluable. The patient's IPV6 is f98:bce5:44ac:2c1a:823f:36b3:56ce:9b53, and this case is crucial for our ongoing research in personalized medicine. Your analysis could significantly contribute to our understanding and treatment strategies.","[{'value': 'Jacob', 'start': 4, 'end': 14, 'label': 'FIRSTNAME'}, {'value': 'Jackson', 'start': 16, 'end': 25, 'label': 'LASTNAME'}, {'value': 'Internship', 'start': 190, 'end': 198, 'label': 'JOBTYPE'}, {'value': 'f98:bce5:44ac:2c1a:823f:36b3:56ce:9b53', 'start': 243, 'end': 248, 'label': 'IPV6'}]","[[0, 4, 'O'], [4, 14, 'FIRSTNAME'], [14, 16, 'O'], [16, 25, 'LASTNAME'], [25, 190, 'O'], [190, 198, 'JOBTYPE'], [198, 243, 'O'], [243, 248, 'IPV6'], [248, 442, 'O']]","['Dr', '.', 'Jacob', 'Jackson', ',', 'we', 'need', 'your', 'medical', 'expertise', 'to', 'anal', '##y', '##ze', 'data', 'related', 'to', 'a', 'patient', ""'"", 's', 'condition', '.', 'This', 'patient', ',', 'under', 'our', 'care', ',', 'has', 'shown', 'unusual', 'symptoms', ',', 'and', 'your', 'ins', '##ights', 'as', 'a', 'Inter', '##ns', '##hip', 'could', 'be', 'in', '##val', '##uable', '.', 'The', 'patient', ""'"", 's', 'IP', '##V', '##6', 'is', 'f', '##9', '##8', ':', 'b', '##ce', '##5', ':', '44', '##ac', ':', '2', '##c', '##1', '##a', ':', '823', '##f', ':', '36', '##b', '##3', ':', '56', '##ce', ':', '9', '##b', '##53', ',', 'and', 'this', 'case', 'is', 'crucial', 'for', 'our', 'ongoing', 'research', 'in', 'personal', '##ized', 'medicine', '.', 'Your', 'analysis', 'could', 'significantly', 'contribute', 'to', 'our', 'understanding', 'and', 'treatment', 'strategies', '.']","['O', 'O', 'B-FIRSTNAME', 'O', 'I-LASTNAME', 'I-LASTNAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-JOBTYPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IPV6', 'I-IPV6', 'I-IPV6', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209272,en
"Dr. [MIDDLENAME], this is a reminder that your [SSN] remains confidential for course enrollments. Remember, [IBAN] details are securely handled. For inter-branch transactions, use [MASKEDNUMBER].","Dr. Debra, this is a reminder that your 605-15-7893 remains confidential for course enrollments. Remember, GB892748964975852475 details are securely handled. For inter-branch transactions, use 6781703037.","[{'value': 'Debra', 'start': 4, 'end': 15, 'label': 'MIDDLENAME'}, {'value': '605-15-7893', 'start': 47, 'end': 51, 'label': 'SSN'}, {'value': 'GB892748964975852475', 'start': 108, 'end': 113, 'label': 'IBAN'}, {'value': '6781703037', 'start': 180, 'end': 193, 'label': 'MASKEDNUMBER'}]","[[0, 4, 'O'], [4, 15, 'MIDDLENAME'], [15, 47, 'O'], [47, 51, 'SSN'], [51, 108, 'O'], [108, 113, 'IBAN'], [113, 180, 'O'], [180, 193, 'MASKEDNUMBER'], [193, 204, 'O']]","['Dr', '.', 'De', '##bra', ',', 'this', 'is', 'a', 're', '##min', '##der', 'that', 'your', '605', '-', '15', '-', '789', '##3', 'remains', 'con', '##fi', '##dent', '##ial', 'for', 'course', 'enrollment', '##s', '.', 'Remember', ',', 'GB', '##8', '##9', '##27', '##48', '##9', '##64', '##97', '##58', '##52', '##47', '##5', 'details', 'are', 'secure', '##ly', 'handled', '.', 'For', 'inter', '-', 'branch', 'transaction', '##s', ',', 'use', '678', '##17', '##0', '##30', '##3', '##7', '.']","['O', 'O', 'B-MIDDLENAME', 'I-MIDDLENAME', 'I-MIDDLENAME', 'I-MIDDLENAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SSN', 'I-SSN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-IBAN', 'I-IBAN', 'I-IBAN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MASKEDNUMBER', 'I-MASKEDNUMBER', 'I-MASKEDNUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209273,en
"Dear Patient, Please call [PHONENUMBER] to schedule your appointment at our [CITY]-based clinic. Your health is our top priority. Best regards, [Clinic Name]","Dear Patient, Please call 232.727.2556 to schedule your appointment at our Amandaberg-based clinic. Your health is our top priority. Best regards, [Clinic Name]","[{'value': '232.727.2556', 'start': 26, 'end': 38, 'label': 'PHONENUMBER'}, {'value': 'Amandaberg', 'start': 76, 'end': 81, 'label': 'CITY'}]","[[0, 26, 'O'], [26, 38, 'PHONENUMBER'], [38, 76, 'O'], [76, 81, 'CITY'], [81, 160, 'O']]","['Dear', 'Pat', '##ient', ',', 'Please', 'call', '232', '.', '727', '.', '2556', 'to', 'schedule', 'your', 'appointment', 'at', 'our', 'Amanda', '##berg', '-', 'based', 'c', '##lini', '##c', '.', 'Your', 'health', 'is', 'our', 'top', 'priority', '.', 'Best', 'regard', '##s', ',', '[', 'Clin', '##ic', 'Name', ']']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209274,en
"Dear Health Enthusiasts, a special virtual health assessment is set to occur. We'll monitor your device's unique IMEI: [PHONEIMEI] to ensure secure and personalized health evaluation. Stay tuned for an enlightening journey towards better health!","Dear Health Enthusiasts, a special virtual health assessment is set to occur. We'll monitor your device's unique IMEI: 824303909990483 to ensure secure and personalized health evaluation. Stay tuned for an enlightening journey towards better health!","[{'value': '824303909990483', 'start': 119, 'end': 129, 'label': 'PHONEIMEI'}]","[[0, 119, 'O'], [119, 129, 'PHONEIMEI'], [129, 249, 'O']]","['Dear', 'Health', 'Ent', '##hus', '##ias', '##ts', ',', 'a', 'special', 'virtual', 'health', 'assessment', 'is', 'set', 'to', 'occur', '.', 'We', ""'"", 'll', 'monitor', 'your', 'device', ""'"", 's', 'unique', 'IM', '##E', '##I', ':', '824', '##30', '##3', '##90', '##99', '##90', '##48', '##3', 'to', 'ensure', 'secure', 'and', 'personal', '##ized', 'health', 'evaluation', '.', 'Stay', 'tune', '##d', 'for', 'an', 'en', '##light', '##ening', 'journey', 'towards', 'better', 'health', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONEIMEI', 'I-PHONEIMEI', 'I-PHONEIMEI', 'I-PHONEIMEI', 'I-PHONEIMEI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209275,en
"""Hello [SEX], just a heads up, your application to increase the credit limit on your card with issuer [CREDITCARDISSUER] is under review. We noticed that your secondary address is listed as [SECONDARYADDRESS] in county [COUNTY]. To verify your request, please reconfirm this information.""","""Hello M, just a heads up, your application to increase the credit limit on your card with issuer JCB 16 digit is under review. We noticed that your secondary address is listed as Suite 362 in county Antrim. To verify your request, please reconfirm this information.""","[{'value': 'M', 'start': 7, 'end': 11, 'label': 'SEX'}, {'value': 'JCB 16 digit', 'start': 102, 'end': 119, 'label': 'CREDITCARDISSUER'}, {'value': 'Suite 362', 'start': 190, 'end': 207, 'label': 'SECONDARYADDRESS'}, {'value': 'Antrim', 'start': 219, 'end': 226, 'label': 'COUNTY'}]","[[0, 7, 'O'], [7, 11, 'SEX'], [11, 102, 'O'], [102, 119, 'CREDITCARDISSUER'], [119, 190, 'O'], [190, 207, 'SECONDARYADDRESS'], [207, 219, 'O'], [219, 226, 'COUNTY'], [226, 267, 'O']]","['""', 'Hello', 'M', ',', 'just', 'a', 'heads', 'up', ',', 'your', 'application', 'to', 'increase', 'the', 'credit', 'limit', 'on', 'your', 'card', 'with', 'issue', '##r', 'JC', '##B', '16', 'dig', '##it', 'is', 'under', 'review', '.', 'We', 'notice', '##d', 'that', 'your', 'secondary', 'address', 'is', 'listed', 'as', 'Suite', '362', 'in', 'county', 'Ant', '##rim', '.', 'To', 'veri', '##fy', 'your', 'request', ',', 'pl', '##eas', '##e', 're', '##con', '##fir', '##m', 'this', 'information', '.', '""']","['O', 'O', 'B-SEX', 'I-SEX', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CREDITCARDISSUER', 'I-CREDITCARDISSUER', 'I-CREDITCARDISSUER', 'I-CREDITCARDISSUER', 'I-CREDITCARDISSUER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SECONDARYADDRESS', 'I-SECONDARYADDRESS', 'I-SECONDARYADDRESS', 'I-SECONDARYADDRESS', 'I-SECONDARYADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209276,en
The recent payment with the CVV: [CREDITCARDCVV] was declined. Please use BIC: [BIC] and pay until [DATE].,The recent payment with the CVV: 158 was declined. Please use BIC: inVewcaA and pay until 2021-09-15.,"[{'value': '158', 'start': 33, 'end': 47, 'label': 'CREDITCARDCVV'}, {'value': 'inVewcaA', 'start': 79, 'end': 83, 'label': 'BIC'}, {'value': '2021-09-15', 'start': 99, 'end': 104, 'label': 'DATE'}]","[[0, 33, 'O'], [33, 47, 'CREDITCARDCVV'], [47, 79, 'O'], [79, 83, 'BIC'], [83, 99, 'O'], [99, 104, 'DATE']]","['The', 'recent', 'payment', 'with', 'the', 'CV', '##V', ':', '158', 'was', 'declined', '.', 'Please', 'use', 'B', '##IC', ':', 'in', '##V', '##ew', '##ca', '##A', 'and', 'pay', 'until', '2021', '-', '09', '-', '15', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CREDITCARDCVV', 'I-CREDITCARDCVV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-BIC', 'O', 'O', 'O', 'O', 'O', 'O', 'I-DATE']",209277,en
"""Hey [FIRSTNAME], just a heads up that your next doctor's appointment fee must be paid in [CURRENCYNAME]. Payments via [BITCOINADDRESS] or [ETHEREUMADDRESS] will incur extra charges. Stay healthy!""","""Hey Ryan, just a heads up that your next doctor's appointment fee must be paid in US Dollar. Payments via 1aYPu24bSjX7e2wwNexV5qP3ZAcHkcVJi9 or 0x6B23025CF47DFdbD2f2bFa8F248FF66ff1DFDc1D will incur extra charges. Stay healthy!""","[{'value': 'Ryan', 'start': 5, 'end': 15, 'label': 'FIRSTNAME'}, {'value': 'US Dollar', 'start': 90, 'end': 103, 'label': 'CURRENCYNAME'}, {'value': '1aYPu24bSjX7e2wwNexV5qP3ZAcHkcVJi9', 'start': 119, 'end': 134, 'label': 'BITCOINADDRESS'}, {'value': '0x6B23025CF47DFdbD2f2bFa8F248FF66ff1DFDc1D', 'start': 139, 'end': 155, 'label': 'ETHEREUMADDRESS'}]","[[0, 5, 'O'], [5, 15, 'FIRSTNAME'], [15, 90, 'O'], [90, 103, 'CURRENCYNAME'], [103, 119, 'O'], [119, 134, 'BITCOINADDRESS'], [134, 139, 'O'], [139, 155, 'ETHEREUMADDRESS'], [155, 228, 'O']]","['""', 'Hey', 'Ryan', ',', 'just', 'a', 'heads', 'up', 'that', 'your', 'next', 'doctor', ""'"", 's', 'appointment', 'fee', 'must', 'be', 'paid', 'in', 'US', 'Dollar', '.', 'Pay', '##ments', 'via', '1a', '##YP', '##u', '##24', '##b', '##S', '##j', '##X', '##7', '##e', '##2', '##w', '##w', '##N', '##ex', '##V', '##5', '##q', '##P', '##3', '##ZA', '##c', '##H', '##k', '##c', '##V', '##J', '##i', '##9', 'or', '0', '##x', '##6', '##B', '##23', '##02', '##5', '##C', '##F', '##47', '##D', '##F', '##d', '##b', '##D', '##2', '##f', '##2', '##b', '##F', '##a', '##8', '##F', '##24', '##8', '##FF', '##66', '##ff', '##1', '##D', '##F', '##D', '##c', '##1', '##D', 'will', 'in', '##cu', '##r', 'extra', 'charges', '.', 'Stay', 'healthy', '!', '""']","['O', 'O', 'B-FIRSTNAME', 'I-FIRSTNAME', 'I-FIRSTNAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-CURRENCYNAME', 'I-CURRENCYNAME', 'I-CURRENCYNAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BITCOINADDRESS', 'I-BITCOINADDRESS', 'I-BITCOINADDRESS', 'I-BITCOINADDRESS', 'I-BITCOINADDRESS', 'I-BITCOINADDRESS', 'I-BITCOINADDRESS', 'I-BITCOINADDRESS', 'I-BITCOINADDRESS', 'I-BITCOINADDRESS', 'I-BITCOINADDRESS', 'I-BITCOINADDRESS', 'I-BITCOINADDRESS', 'O', 'O', 'O', 'O', 'O', 'B-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209278,en
"Hey [USERNAME], we've noticed a login attempt from an unfamiliar device at [IPV4]. Please change your password [PASSWORD] ASAP to secure your account!","Hey gardnermichael, we've noticed a login attempt from an unfamiliar device at 2.101.148.233. Please change your password r2QCo+^3*8 ASAP to secure your account!","[{'value': 'gardnermichael', 'start': 4, 'end': 13, 'label': 'USERNAME'}, {'value': '2.101.148.233', 'start': 75, 'end': 80, 'label': 'IPV4'}, {'value': 'r2QCo+^3*8', 'start': 111, 'end': 120, 'label': 'PASSWORD'}]","[[0, 4, 'O'], [4, 13, 'USERNAME'], [13, 75, 'O'], [75, 80, 'IPV4'], [80, 111, 'O'], [111, 120, 'PASSWORD'], [120, 161, 'O']]","['Hey', 'gar', '##dner', '##mic', '##hael', ',', 'we', ""'"", 've', 'notice', '##d', 'a', 'log', '##in', 'attempt', 'from', 'an', 'un', '##familia', '##r', 'device', 'at', '2', '.', '101', '.', '148', '.', '233', '.', 'Please', 'change', 'your', 'pass', '##word', 'r', '##2', '##Q', '##C', '##o', '+', '^', '3', '*', '8', 'AS', '##AP', 'to', 'secure', 'your', 'account', '!']","['O', 'B-USERNAME', 'I-USERNAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-IPV4', 'I-IPV4', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-PASSWORD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209279,en
"The budget for enhancing our employee wellness program has been increased by [CURRENCYSYMBOL][AMOUNT]. This decision reflects our commitment to fostering a supportive work environment, considering our recent team achievements and future growth projections.","The budget for enhancing our employee wellness program has been increased by €3782.98. This decision reflects our commitment to fostering a supportive work environment, considering our recent team achievements and future growth projections.","[{'value': '€', 'start': 77, 'end': 92, 'label': 'CURRENCYSYMBOL'}, {'value': '3782.98', 'start': 93, 'end': 100, 'label': 'AMOUNT'}]","[[0, 77, 'O'], [77, 92, 'CURRENCYSYMBOL'], [92, 93, 'O'], [93, 100, 'AMOUNT'], [100, 240, 'O']]","['The', 'budget', 'for', 'en', '##han', '##cing', 'our', 'employee', 'well', '##ness', 'program', 'has', 'been', 'increased', 'by', '€', '##3', '##7', '##82', '.', '98', '.', 'This', 'decision', 'reflects', 'our', 'commitment', 'to', 'fost', '##ering', 'a', 'support', '##ive', 'work', 'environment', ',', 'considering', 'our', 'recent', 'team', 'achievements', 'and', 'future', 'growth', 'projection', '##s', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209280,en
"""Hey there, I just bought this new book on psychology for [CURRENCYSYMBOL][AMOUNT]. Can't wait to dive into it!""","""Hey there, I just bought this new book on psychology for $2907.73. Can't wait to dive into it!""","[{'value': '$', 'start': 58, 'end': 73, 'label': 'CURRENCYSYMBOL'}, {'value': '2907.73', 'start': 74, 'end': 81, 'label': 'AMOUNT'}]","[[0, 58, 'O'], [58, 73, 'CURRENCYSYMBOL'], [73, 74, 'O'], [74, 81, 'AMOUNT'], [81, 96, 'O']]","['""', 'Hey', 'there', ',', 'I', 'just', 'bought', 'this', 'new', 'book', 'on', 'psychology', 'for', '$', '290', '##7', '.', '73', '.', 'Can', ""'"", 't', 'wait', 'to', 'div', '##e', 'into', 'it', '!', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'I-CURRENCYSYMBOL', 'B-AMOUNT', 'I-AMOUNT', 'O', 'O', 'O', 'O', 'O', 'O']",209281,en
"""Hey [FIRSTNAME]! Based on your recent search history, it seems you're curious about mindfulness. Start your journey now with our mindfulness app. Download it using [PHONENUMBER]. Your peace of mind matters. Cheers, Your Personal Growth Team""","""Hey Charles! Based on your recent search history, it seems you're curious about mindfulness. Start your journey now with our mindfulness app. Download it using +1-410-688-8731. Your peace of mind matters. Cheers, Your Personal Growth Team""","[{'value': 'Charles', 'start': 5, 'end': 15, 'label': 'FIRSTNAME'}, {'value': '+1-410-688-8731', 'start': 165, 'end': 177, 'label': 'PHONENUMBER'}]","[[0, 5, 'O'], [5, 15, 'FIRSTNAME'], [15, 165, 'O'], [165, 177, 'PHONENUMBER'], [177, 240, 'O']]","['""', 'Hey', 'Charles', '!', 'Based', 'on', 'your', 'recent', 'search', 'history', ',', 'it', 'seems', 'you', ""'"", 're', 'cu', '##rious', 'about', 'mind', '##ful', '##ness', '.', 'Start', 'your', 'journey', 'now', 'with', 'our', 'mind', '##ful', '##ness', 'app', '.', 'Download', 'it', 'using', '+', '1', '-', '410', '-', '688', '-', '873', '##1', '.', 'Your', 'peace', 'of', 'mind', 'matters', '.', 'Che', '##ers', ',', 'Your', 'Personal', 'Growth', 'Team', '""']","['O', 'O', 'B-FIRSTNAME', 'I-FIRSTNAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209282,en
"[SEX], a talented software engineer, submitted a groundbreaking project on artificial intelligence. It will be evaluated by [JOBTITLE], a distinguished professor in the field of computer science.","F, a talented software engineer, submitted a groundbreaking project on artificial intelligence. It will be evaluated by Museum/gallery exhibitions officer, a distinguished professor in the field of computer science.","[{'value': 'F', 'start': 0, 'end': 4, 'label': 'SEX'}, {'value': 'Museum/gallery exhibitions officer', 'start': 124, 'end': 133, 'label': 'JOBTITLE'}]","[[0, 4, 'SEX'], [4, 124, 'O'], [124, 133, 'JOBTITLE'], [133, 215, 'O']]","['F', ',', 'a', 'talent', '##ed', 'software', 'engineer', ',', 'submitted', 'a', 'ground', '##break', '##ing', 'project', 'on', 'artificial', 'intelligence', '.', 'It', 'will', 'be', 'eva', '##luat', '##ed', 'by', 'Museum', '/', 'gallery', 'exhibitions', 'officer', ',', 'a', 'distinguished', 'professor', 'in', 'the', 'field', 'of', 'computer', 'science', '.']","['B-SEX', 'I-SEX', 'I-SEX', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-JOBTITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209283,en
"""Reminder: Our upcoming wellness program begins at [TIME]. Join us on [STREET] for a journey to improved mental health. See you there!""","""Reminder: Our upcoming wellness program begins at 02:22:08. Join us on 4037 Sullivan Springs Suite 017 for a journey to improved mental health. See you there!""","[{'value': '02:22:08', 'start': 51, 'end': 56, 'label': 'TIME'}, {'value': '4037 Sullivan Springs Suite 017', 'start': 70, 'end': 77, 'label': 'STREET'}]","[[0, 51, 'O'], [51, 56, 'TIME'], [56, 70, 'O'], [70, 77, 'STREET'], [77, 160, 'O']]","['""', 'Re', '##min', '##der', ':', 'Our', 'upcoming', 'well', '##ness', 'program', 'begins', 'at', '02', ':', '22', ':', '08', '.', 'Jo', '##in', 'us', 'on', '403', '##7', 'Sullivan', 'Springs', 'Suite', '017', 'for', 'a', 'journey', 'to', 'improved', 'mental', 'health', '.', 'See', 'you', 'there', '!', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-STREET', 'I-STREET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209284,en
"[GENDER], [AGE], living at [NEARBYGPSCOORDINATE], exhibits fascinating psychological patterns. Their responses to various stimuli reveal a unique blend of resilience and adaptability, reflecting a deep understanding of human emotions. This individual's ability to navigate complex social situations with grace and composure is truly remarkable. Their experiences have shaped a mindset that is both insightful and empathetic, making them a valuable asset in any social or professional setting.","Male, 77, living at -73.4489215, 62.355325, exhibits fascinating psychological patterns. Their responses to various stimuli reveal a unique blend of resilience and adaptability, reflecting a deep understanding of human emotions. This individual's ability to navigate complex social situations with grace and composure is truly remarkable. Their experiences have shaped a mindset that is both insightful and empathetic, making them a valuable asset in any social or professional setting.","[{'value': 'Male', 'start': 0, 'end': 7, 'label': 'GENDER'}, {'value': '77', 'start': 10, 'end': 14, 'label': 'AGE'}, {'value': '-73.4489215, 62.355325', 'start': 27, 'end': 47, 'label': 'NEARBYGPSCOORDINATE'}]","[[0, 7, 'GENDER'], [7, 10, 'O'], [10, 14, 'AGE'], [14, 27, 'O'], [27, 47, 'NEARBYGPSCOORDINATE'], [47, 486, 'O']]","['Male', ',', '77', ',', 'living', 'at', '-', '73', '.', '448', '##9', '##21', '##5', ',', '62', '.', '355', '##32', '##5', ',', 'exhibits', 'fa', '##sci', '##nating', 'psychological', 'patterns', '.', 'Their', 'responses', 'to', 'various', 'st', '##imu', '##li', 'reveal', 'a', 'unique', 'ble', '##nd', 'of', 'res', '##ilien', '##ce', 'and', 'ada', '##pta', '##bility', ',', 'reflect', '##ing', 'a', 'deep', 'understanding', 'of', 'human', 'em', '##otions', '.', 'This', 'individual', ""'"", 's', 'ability', 'to', 'navi', '##gate', 'complex', 'social', 'situations', 'with', 'gra', '##ce', 'and', 'com', '##pos', '##ure', 'is', 'truly', 'remarkable', '.', 'Their', 'experiences', 'have', 'shaped', 'a', 'mind', '##set', 'that', 'is', 'both', 'ins', '##ight', '##ful', 'and', 'empat', '##het', '##ic', ',', 'making', 'them', 'a', 'valuable', 'ass', '##et', 'in', 'any', 'social', 'or', 'professional', 'setting', '.']","['B-GENDER', 'I-GENDER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NEARBYGPSCOORDINATE', 'I-NEARBYGPSCOORDINATE', 'I-NEARBYGPSCOORDINATE', 'I-NEARBYGPSCOORDINATE', 'I-NEARBYGPSCOORDINATE', 'I-NEARBYGPSCOORDINATE', 'I-NEARBYGPSCOORDINATE', 'I-NEARBYGPSCOORDINATE', 'I-NEARBYGPSCOORDINATE', 'I-NEARBYGPSCOORDINATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209285,en
